	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0307296"	7.74	9.92	7.59	11.39	9.68	10.19	11.25	11.11	8.77	8.32	9.33	7.67	6.79	6.44	6.05
"FBtr0332843"	9.08	10.08	9.69	9.10	10.18	9.21	15.08	15.01	19.54	8.35	8.27	6.33	7.20	6.98	7.02
"FBtr0332844"	11.87	11.68	9.94	10.25	12.90	9.10	16.75	14.83	14.53	11.39	11.12	11.28	6.31	7.31	7.68
"FBtr0070672"	0.00	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300608"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300609"	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308914"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00
"FBtr0308915"	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.07	0.00	0.00	0.00	0.00	0.00
"FBtr0331162"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343569"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079929"	0.02	0.03	0.05	0.07	0.04	0.29	0.07	0.11	0.07	0.01	0.01	0.01	0.05	0.02	0.06
"FBtr0329984"	0.02	0.03	0.05	0.07	0.04	0.29	0.07	0.11	0.07	0.01	0.01	0.01	0.05	0.02	0.06
"FBtr0087782"	874.52	849.97	805.79	939.83	915.42	970.10	525.99	622.10	578.36	996.24	993.92	939.25	972.29	997.82	867.25
"FBtr0087783"	718.21	689.46	705.71	890.48	821.85	836.02	385.30	292.23	357.89	561.33	512.81	633.24	712.34	685.83	597.96
"FBtr0080803"	11.43	17.21	19.36	13.85	15.17	15.34	1.11	0.58	0.23	8.75	4.98	6.98	6.20	12.00	15.96
"FBtr0080804"	97.71	129.99	146.40	114.14	119.73	104.64	1.79	0.80	2.85	43.65	49.50	60.99	52.24	83.77	92.42
"FBtr0080805"	0.32	0.52	0.83	0.23	0.97	0.98	0.24	0.00	0.00	0.00	1.85	0.47	0.84	2.59	0.28
"FBtr0081002"	32.64	39.77	48.38	30.37	34.38	28.76	34.66	22.74	30.08	24.08	20.87	25.24	27.18	24.96	50.01
"FBtr0305688"	0.00	0.00	0.56	0.19	0.54	0.18	0.00	0.00	0.22	0.00	0.00	0.00	0.31	0.00	1.15
"FBtr0330225"	0.63	0.87	0.32	0.29	0.82	0.24	1.09	2.39	1.23	1.29	0.20	0.43	1.11	0.51	0.79
"FBtr0330226"	32.64	39.77	48.38	30.37	34.38	28.76	34.66	22.74	30.08	24.08	20.87	25.24	27.18	24.96	50.01
"FBtr0084949"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075523"	5.24	10.17	15.56	4.98	5.14	3.61	13.40	11.95	11.76	4.19	3.35	2.23	0.41	5.49	10.07
"FBtr0075524"	1.65	4.71	5.46	0.00	0.00	0.09	5.27	0.00	3.21	0.00	0.00	1.50	1.88	0.00	0.00
"FBtr0075525"	7.67	17.06	24.49	4.86	7.58	4.14	31.15	13.69	27.18	4.31	3.96	4.76	6.23	6.90	14.93
"FBtr0075526"	0.00	0.55	0.67	0.51	0.00	0.34	0.64	0.00	0.41	0.00	0.00	0.49	0.50	0.18	0.64
"FBtr0330160"	7.67	17.06	24.49	4.86	7.58	4.14	31.15	13.69	27.18	4.31	3.96	4.76	6.23	6.90	14.93
"FBtr0333580"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075621"	5.84	6.86	8.31	7.81	9.85	9.53	7.22	7.06	4.72	11.76	10.24	15.42	25.08	10.33	17.11
"FBtr0070638"	18.82	23.87	23.76	21.65	22.90	23.36	17.31	16.72	19.53	17.73	18.96	19.14	17.93	22.46	20.34
"FBtr0077423"	0.90	0.88	0.63	4.82	7.14	13.61	1.33	0.80	1.22	1.20	1.02	1.82	3.74	0.95	1.73
"FBtr0079084"	3.79	11.94	18.02	6.63	4.81	1.38	13.81	12.34	11.67	1.60	1.56	0.87	5.57	5.49	6.64
"FBtr0079085"	13.94	20.70	24.21	15.78	20.34	20.43	31.35	14.88	25.55	10.93	10.55	11.26	12.97	12.44	25.40
"FBtr0302567"	1.53	0.76	0.00	0.06	2.92	4.16	0.00	2.15	1.41	0.10	0.00	0.14	0.00	0.35	0.00
"FBtr0302568"	7.91	10.90	15.33	10.45	13.08	11.04	16.00	9.06	11.43	6.31	5.97	8.02	3.85	5.88	17.77
"FBtr0310624"	1.89	5.03	1.11	0.00	0.00	0.00	0.52	1.70	4.28	1.31	0.23	0.19	1.18	2.49	2.30
"FBtr0310625"	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.26	0.00	0.00	0.48	0.00	0.00	0.26	0.00
"FBtr0342939"	0.00	0.18	3.37	2.18	1.01	1.52	4.40	0.00	0.66	0.46	0.53	0.49	0.42	0.00	1.30
"FBtr0080087"	18.88	22.39	22.32	27.45	29.47	26.78	4.93	3.02	4.13	25.02	24.34	27.13	25.59	29.84	25.54
"FBtr0300982"	0.00	0.29	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.63	0.00
"FBtr0302378"	0.00	0.00	0.00	0.00	0.30	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.30
"FBtr0071379"	0.00	0.05	0.03	0.04	0.00	0.07	0.03	0.02	0.00	0.00	0.00	0.02	0.00	0.00	0.00
"FBtr0301342"	0.00	0.02	1.04	69.54	64.26	48.84	1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.90
"FBtr0343875"	143.40	177.87	194.64	80.24	102.91	92.53	206.51	148.43	179.35	111.59	94.39	113.84	121.45	113.72	170.85
"FBtr0072117"	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.18	0.22	0.09	0.09	0.09	0.00	0.00	0.00
"FBtr0346612"	0.12	0.17	0.16	0.10	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082119"	3.47	2.79	3.68	4.95	4.21	4.46	6.38	4.95	5.39	4.14	3.64	3.21	2.35	2.98	3.65
"FBtr0301093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302382"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083194"	7.49	4.75	0.00	0.00	0.00	1.68	0.00	0.01	0.05	0.01	0.67	0.00	0.00	0.00	0.00
"FBtr0083195"	0.00	3.33	0.02	6.49	9.81	1.80	14.87	14.27	14.32	13.49	6.61	6.15	16.70	10.11	29.08
"FBtr0083196"	6.56	9.46	15.75	10.40	9.60	11.76	24.43	19.99	22.19	8.57	10.07	11.16	27.21	32.47	48.29
"FBtr0085484"	3.29	7.33	11.85	3.25	3.76	3.64	1.17	0.54	1.08	2.32	2.12	2.99	3.06	4.36	7.87
"FBtr0346613"	1.37	1.05	0.11	0.89	1.99	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080844"	0.50	0.95	0.87	0.00	2.73	1.08	0.18	0.00	4.07	3.82	0.12	1.02	1.61	1.80	0.80
"FBtr0080845"	291.65	324.32	385.00	374.61	386.60	385.08	477.71	371.75	435.42	263.01	243.86	278.59	286.32	224.58	408.83
"FBtr0080846"	8.91	9.29	10.91	12.52	11.32	10.97	2.82	2.01	1.52	9.47	7.56	10.07	10.01	10.35	14.86
"FBtr0080847"	5.16	7.52	8.64	5.93	6.57	4.53	8.26	7.37	9.16	5.60	3.06	4.35	6.77	4.54	8.62
"FBtr0337081"	0.00	1.63	1.44	0.22	0.34	0.38	2.76	2.45	0.89	0.37	1.35	0.72	0.77	0.86	2.16
"FBtr0081412"	4.37	1.38	8.00	3.94	6.93	4.27	5.81	3.74	7.70	4.50	3.24	5.38	2.17	1.44	2.40
"FBtr0081413"	110.12	138.01	157.58	135.75	136.81	133.67	130.71	95.54	122.22	93.58	96.72	107.13	112.35	105.08	128.03
"FBtr0335152"	1.12	1.40	1.02	1.53	0.76	0.34	0.38	0.37	0.59	0.15	0.50	0.82	0.32	0.72	1.08
"FBtr0088001"	739.58	911.59	928.38	908.73	902.35	805.78	1245.24	1062.35	1146.53	672.96	613.33	638.84	578.19	524.39	878.23
"FBtr0088002"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	168.77
"FBtr0304963"	0.18	0.28	0.31	0.13	0.30	0.07	0.76	0.53	0.47	0.10	0.03	0.09	0.13	0.21	0.23
"FBtr0304964"	27.61	33.73	32.21	29.11	30.86	27.30	46.64	42.23	42.56	22.76	21.43	20.26	23.40	18.12	35.09
"FBtr0345018"	2.41	6.21	2.87	5.71	3.95	9.09	0.00	7.04	2.07	1.91	4.15	10.08	1.41	2.93	0.00
"FBtr0077511"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077512"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077513"	6.04	8.69	10.67	3.59	5.47	2.54	1.83	0.97	1.92	4.17	3.17	4.54	5.54	7.34	9.87
"FBtr0290077"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290078"	0.06	0.17	0.13	0.11	0.05	0.05	0.00	0.05	0.05	0.09	0.09	0.10	0.10	0.22	0.23
"FBtr0290079"	2.37	1.05	0.08	0.88	0.70	1.40	0.21	0.00	0.00	1.23	1.10	1.33	0.83	2.22	1.05
"FBtr0290080"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290081"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290082"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074728"	21.63	23.81	28.91	25.38	26.86	24.18	13.44	9.78	11.11	18.84	19.17	21.04	20.39	21.34	24.75
"FBtr0331158"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073558"	38.77	49.68	40.18	33.78	33.46	31.33	16.88	19.21	17.44	31.47	24.18	28.82	26.26	33.60	45.21
"FBtr0073560"	68.85	76.72	52.30	75.79	66.93	61.63	0.00	0.00	0.00	57.60	40.92	58.61	52.00	73.62	63.21
"FBtr0073561"	91.91	74.18	73.31	115.37	115.79	110.93	1.10	2.64	1.51	73.56	65.42	61.67	97.09	153.36	103.43
"FBtr0073562"	0.15	0.20	0.00	0.30	0.08	0.52	0.21	0.24	0.15	0.00	0.18	0.07	0.09	0.35	0.24
"FBtr0100540"	14.11	20.53	17.44	18.53	16.15	17.10	1.35	0.80	0.92	11.87	11.05	19.55	9.73	18.14	19.33
"FBtr0299569"	12.34	15.72	10.77	22.69	15.45	25.22	0.69	0.00	1.58	14.12	11.19	18.31	14.03	19.43	19.32
"FBtr0307896"	0.00	0.22	0.52	0.22	0.12	0.00	6.05	0.00	2.24	0.00	0.00	0.00	0.00	0.57	0.00
"FBtr0308084"	0.16	0.72	0.67	0.14	0.26	0.43	0.80	0.20	0.00	0.14	0.15	0.00	0.28	0.30	0.35
"FBtr0308085"	8.32	5.84	5.77	8.62	9.62	9.67	0.54	0.73	0.74	7.97	4.17	5.96	6.64	8.46	8.11
"FBtr0333204"	0.00	0.00	12.08	0.00	0.00	0.00	10.26	4.92	8.18	0.00	0.34	0.00	0.00	0.00	0.00
"FBtr0075058"	33.86	35.99	44.89	50.92	53.94	52.44	70.71	52.53	62.66	34.19	33.48	38.67	42.10	31.22	54.83
"FBtr0079851"	25.17	36.51	45.61	27.90	32.28	26.19	56.07	37.45	48.47	18.67	16.62	19.94	20.98	23.01	43.89
"FBtr0079852"	0.11	0.00	0.23	0.10	0.09	0.00	0.24	0.00	0.46	0.09	0.00	0.00	0.09	0.00	0.35
"FBtr0335495"	0.00	2.70	0.73	0.78	0.48	0.90	3.03	0.80	2.01	0.44	0.00	0.27	0.26	0.00	0.50
"FBtr0085727"	1.08	1.10	0.70	1.17	1.37	0.90	2.74	1.78	2.45	1.05	1.99	1.78	0.78	0.95	1.09
"FBtr0335454"	0.00	0.00	0.00	0.00	0.00	0.31	0.25	0.45	0.00	0.81	0.00	0.00	0.00	0.00	0.22
"FBtr0085612"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085616"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089614"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083126"	89.60	140.94	168.52	74.98	88.19	71.76	227.48	142.01	191.73	68.87	54.24	64.80	60.95	56.10	143.35
"FBtr0083127"	4.86	7.83	13.41	5.24	5.37	3.65	12.84	12.75	9.05	4.35	3.51	1.86	6.68	5.05	12.21
"FBtr0089647"	3.15	3.49	3.56	1.55	2.30	1.75	0.09	0.10	0.00	2.49	1.50	1.81	2.73	2.95	2.86
"FBtr0089648"	2.24	6.03	6.46	2.39	2.33	2.21	0.17	0.00	0.30	0.92	1.76	1.69	0.36	5.85	4.64
"FBtr0089649"	0.32	0.61	0.98	0.39	0.27	0.12	0.00	0.00	0.00	0.00	0.12	0.46	0.46	0.14	0.42
"FBtr0304887"	2.12	3.45	4.75	3.56	3.23	2.71	0.16	0.06	0.09	1.39	2.18	2.46	2.60	2.78	5.10
"FBtr0336835"	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.50	0.00	0.00
"FBtr0472669"	3.15	3.49	3.56	1.55	2.30	1.75	0.09	0.10	0.00	2.49	1.50	1.81	2.73	2.95	2.86
"FBtr0080235"	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080236"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
"FBtr0087526"	4.59	16.20	21.48	18.20	15.69	13.46	19.60	12.17	18.33	10.18	6.49	6.81	2.54	3.51	21.48
"FBtr0087527"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087528"	14.12	3.99	4.81	10.09	13.37	11.76	1.24	2.91	1.96	5.28	8.08	8.82	11.31	9.77	3.57
"FBtr0087529"	0.00	0.86	0.00	1.20	1.36	0.00	0.79	1.03	1.78	1.99	0.00	2.16	2.80	2.56	1.91
"FBtr0112795"	5.70	5.10	6.48	5.41	6.94	5.03	5.17	3.27	5.87	5.18	3.31	4.94	5.41	4.91	5.75
"FBtr0290034"	5.75	8.62	9.84	9.47	10.13	9.94	5.53	4.26	5.89	8.15	4.37	5.96	3.68	6.91	7.62
"FBtr0290035"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339960"	6.47	8.76	7.03	10.56	12.33	9.85	8.60	4.14	7.02	8.41	5.10	6.55	5.37	5.64	9.75
"FBtr0339961"	3.72	4.75	5.77	3.89	5.54	5.03	4.97	3.96	4.24	3.03	3.25	2.54	3.47	3.04	4.41
"FBtr0339962"	22.09	30.93	38.83	29.46	33.59	28.46	28.63	16.83	23.43	15.11	17.54	19.10	20.64	15.70	29.25
"FBtr0346946"	12.98	18.47	20.93	11.37	11.85	10.33	16.96	11.91	14.31	8.06	8.48	11.16	12.24	11.92	21.91
"FBtr0079001"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079002"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
"FBtr0079003"	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089367"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089368"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080838"	0.00	0.41	0.26	0.07	0.00	0.14	0.41	0.00	0.26	0.07	0.06	0.00	0.00	0.00	0.09
"FBtr0080839"	19.86	37.13	45.39	12.97	19.14	9.51	47.33	28.90	44.79	10.50	6.15	10.54	11.21	17.32	38.12
"FBtr0321313"	5.21	12.06	13.66	3.83	4.27	4.24	25.67	15.79	17.92	3.54	3.90	1.78	4.21	3.86	12.94
"FBtr0079233"	733.27	799.13	754.11	913.44	923.65	878.30	931.70	966.76	915.44	774.06	738.23	722.43	749.68	752.17	768.53
"FBtr0079234"	0.00	0.34	0.26	0.83	0.00	0.26	0.00	0.23	0.61	0.32	0.79	0.40	0.37	0.32	0.19
"FBtr0079235"	46.65	50.36	49.60	63.36	60.44	60.51	53.95	62.09	59.24	44.00	42.95	45.48	49.28	46.50	66.28
"FBtr0079236"	10.88	11.21	13.11	10.83	12.49	9.38	15.06	15.43	14.23	11.93	9.78	8.64	9.31	10.45	11.04
"FBtr0309212"	29.52	31.28	29.76	59.15	55.13	53.69	44.71	41.23	40.92	28.92	28.10	27.69	26.90	31.87	31.47
"FBtr0309213"	0.47	0.40	0.45	2.50	1.37	0.57	0.90	0.20	0.84	0.00	0.52	0.50	0.83	1.11	0.87
"FBtr0070064"	0.00	0.00	13.55	4.25	5.12	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26.37
"FBtr0070065"	123.20	124.68	127.48	128.70	136.26	139.52	195.80	165.17	169.21	126.89	111.75	114.92	109.81	79.22	118.18
"FBtr0080723"	11.57	17.17	15.85	4.19	5.59	5.02	22.67	13.36	16.52	5.67	5.67	6.71	4.73	2.72	10.31
"FBtr0080724"	0.00	4.19	11.24	5.24	6.22	3.49	13.66	4.73	12.14	1.87	0.00	0.00	2.86	4.40	8.99
"FBtr0343686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343687"	1.82	4.45	5.59	2.01	2.23	1.82	4.57	4.71	5.29	0.95	0.54	1.50	0.79	2.08	3.26
"FBtr0079095"	534.18	486.87	439.65	436.82	429.74	433.57	513.51	599.91	549.60	549.52	605.97	577.47	587.27	579.51	521.10
"FBtr0329967"	0.00	1.64	0.63	1.43	0.43	1.47	1.71	1.00	2.12	0.45	1.36	0.92	3.24	0.00	0.00
"FBtr0329968"	1.27	3.02	0.67	0.51	1.83	4.23	1.85	2.74	2.27	3.46	2.51	1.51	3.04	1.67	3.38
"FBtr0074179"	26.05	42.71	49.86	31.50	42.76	36.13	68.33	41.28	57.06	12.36	17.94	21.75	19.98	20.73	53.50
"FBtr0074180"	0.92	1.56	0.88	0.73	0.34	1.17	1.35	0.42	0.93	0.00	3.43	0.38	0.40	0.00	0.75
"FBtr0074181"	3.29	5.90	4.89	3.28	3.76	3.66	10.10	5.27	9.39	1.50	2.13	2.89	3.37	1.84	4.90
"FBtr0074182"	0.68	1.37	2.07	0.64	0.76	0.85	3.37	1.69	2.09	0.15	0.31	0.50	0.36	0.19	1.34
"FBtr0112797"	0.00	1.65	0.36	0.30	0.56	0.92	1.14	0.34	1.13	0.00	0.00	0.33	0.34	0.36	0.61
"FBtr0112798"	8.69	9.00	11.29	11.78	8.26	6.24	16.68	11.58	19.08	11.97	3.47	9.68	6.53	7.95	10.30
"FBtr0339445"	0.60	1.14	2.62	2.98	1.74	0.65	5.12	2.56	2.44	0.80	0.95	0.17	1.23	0.58	2.10
"FBtr0079334"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079335"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306113"	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071687"	28.41	32.06	38.86	35.54	36.19	33.31	51.46	41.62	47.27	30.82	30.91	33.23	29.19	25.20	36.89
"FBtr0071033"	61.19	60.75	67.60	85.23	79.37	81.68	98.83	90.41	89.04	59.81	65.82	68.01	60.33	57.29	65.19
"FBtr0332315"	0.00	0.96	0.69	0.00	0.54	0.64	0.76	0.82	1.99	0.68	0.33	0.33	0.36	1.64	0.54
"FBtr0344723"	0.13	0.04	0.05	0.11	0.07	0.04	0.00	0.04	0.00	0.00	0.04	0.04	0.04	0.04	0.00
"FBtr0080848"	64.37	68.45	60.75	75.03	72.01	54.89	92.70	108.35	60.83	72.01	70.96	87.45	80.24	80.56	56.27
"FBtr0080849"	132.43	116.77	106.01	125.34	128.43	137.15	124.82	137.55	157.91	146.31	135.64	122.49	139.01	123.91	139.06
"FBtr0337082"	5.91	5.91	6.18	4.03	5.27	4.78	6.25	7.34	3.27	4.25	6.04	4.40	4.87	4.74	3.61
"FBtr0073754"	2.92	2.10	3.00	4.95	3.47	3.96	7.39	4.80	5.73	2.35	3.72	3.32	4.80	4.76	8.30
"FBtr0333329"	0.00	1.20	1.49	0.00	1.14	0.62	0.35	0.49	0.43	0.36	0.00	0.29	0.69	0.59	0.91
"FBtr0079320"	1.96	3.47	1.20	4.12	3.48	3.76	0.58	0.49	0.36	4.15	2.27	3.31	4.92	5.12	5.96
"FBtr0333350"	16.93	17.21	16.28	20.42	17.21	19.68	0.45	0.34	0.28	11.56	12.27	12.77	16.12	24.36	18.22
"FBtr0089015"	24.62	34.22	46.37	24.11	27.38	21.23	55.14	37.46	50.01	18.74	15.96	17.52	19.08	17.78	38.82
"FBtr0336916"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076572"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076574"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076571"	0.15	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071203"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071204"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081512"	216.36	235.13	257.96	181.62	189.37	172.36	363.02	340.23	325.67	283.55	194.13	208.21	213.92	197.03	279.03
"FBtr0081513"	0.02	0.02	0.00	0.06	0.11	0.06	0.03	0.00	0.00	0.10	0.06	0.04	0.04	0.07	0.06
"FBtr0332001"	7.20	8.14	6.83	6.68	5.24	6.01	6.72	7.22	6.34	7.64	7.70	7.01	6.12	6.49	6.80
"FBtr0332002"	2.63	5.26	4.91	3.92	2.46	2.13	3.76	6.33	4.81	2.88	3.61	5.98	4.40	3.31	5.14
"FBtr0070495"	33.75	49.41	69.20	36.79	37.71	28.33	50.57	40.10	53.11	27.19	27.78	31.37	32.42	29.95	58.52
"FBtr0070496"	3.40	2.35	0.00	0.00	4.18	3.63	7.88	0.20	4.49	0.00	0.00	0.00	2.67	6.33	3.33
"FBtr0070418"	31.03	36.22	43.58	43.20	41.77	45.03	62.14	48.45	56.93	25.05	29.28	29.24	28.96	24.62	42.70
"FBtr0070378"	14.84	23.04	35.08	10.53	13.53	6.76	26.81	13.06	26.22	8.60	5.25	7.96	9.38	13.48	23.89
"FBtr0070379"	0.08	0.15	0.12	0.04	0.02	0.02	0.15	0.12	0.11	0.02	0.07	0.06	0.06	0.06	0.10
"FBtr0070380"	4.88	11.87	9.92	6.31	5.80	6.88	11.57	10.68	8.54	3.90	5.47	3.75	2.80	3.70	7.30
"FBtr0333260"	0.04	0.03	0.08	0.03	0.09	0.07	0.24	0.04	0.05	0.06	0.08	0.06	0.03	0.20	0.06
"FBtr0111126"	179.14	197.65	181.94	200.14	213.49	180.72	267.28	254.97	248.47	188.78	143.91	167.15	167.48	167.66	230.49
"FBtr0334157"	12.43	10.61	12.89	8.43	8.19	7.79	14.33	15.92	13.81	6.61	10.64	9.01	5.85	7.37	6.13
"FBtr0290322"	64.13	99.85	121.57	88.35	94.69	88.65	46.81	29.13	45.61	41.27	39.54	48.37	48.81	63.68	102.05
"FBtr0346452"	1.60	3.01	3.49	2.47	2.63	1.80	1.60	0.61	0.99	1.56	1.05	1.29	0.75	0.77	2.38
"FBtr0070804"	0.44	0.63	0.48	0.84	0.49	0.44	0.22	0.31	0.14	1.63	1.13	0.42	1.16	0.72	1.05
"FBtr0340464"	9.08	8.35	8.59	14.35	13.31	13.31	2.83	1.84	2.84	11.82	6.95	10.47	12.77	12.66	11.63
"FBtr0340465"	1.33	0.80	1.48	2.44	2.66	2.51	0.23	0.13	0.00	1.69	1.28	1.52	2.22	1.92	3.06
"FBtr0071610"	0.00	0.02	0.00	0.01	0.05	0.09	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00
"FBtr0076075"	760.78	897.76	986.51	747.26	776.64	686.24	727.64	496.68	600.23	711.01	564.24	631.03	599.62	411.02	1005.13
