	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0032688"	59.39	50.67	47.17	46.26	37.26	47.40	31.72	25.51	23.86	33.02	27.00	28.77
"FBgn0032689"	61.25	55.02	60.06	55.33	48.33	59.26	67.50	60.37	46.70	55.99	53.09	64.23
"FBgn0032690"	39.41	34.74	32.54	40.21	40.94	46.00	45.58	41.92	49.85	54.02	53.16	56.20
"FBgn0032691"	12.62	12.18	9.53	14.12	15.25	15.63	7.42	10.04	10.49	8.70	10.78	10.41
"FBgn0032692"	0.09	0.09	0.00	0.18	0.05	0.14	0.60	0.65	0.97	0.73	0.98	0.46
"FBgn0032693"	1.13	2.00	1.41	2.15	5.71	6.27	17.48	23.17	27.93	22.09	30.55	33.41
"FBgn0032694"	13.52	13.47	13.48	4.91	6.07	6.18	13.13	12.39	14.23	6.55	8.60	8.55
"FBgn0032698"	152.97	154.09	147.93	126.26	132.50	125.13	78.73	63.86	61.48	94.77	85.27	79.93
"FBgn0032699"	37.31	32.42	34.46	32.47	31.93	32.94	21.47	16.08	12.76	26.18	19.74	23.23
"FBgn0032700"	31.72	30.86	31.33	29.31	29.84	30.03	21.18	19.00	16.55	23.58	18.84	20.25
"FBgn0032701"	31.27	26.92	29.26	32.93	33.94	36.99	46.24	44.60	44.86	47.28	46.60	47.36
"FBgn0032702"	34.46	32.45	34.54	29.50	30.96	35.10	32.24	32.19	29.83	33.31	32.10	32.90
"FBgn0032703"	86.85	86.14	85.82	84.71	91.69	77.86	92.38	89.58	85.69	93.20	80.32	91.24
"FBgn0032704"	145.91	154.66	159.01	133.19	139.13	138.00	49.92	41.83	33.27	74.39	67.33	66.15
"FBgn0032705"	63.86	66.33	64.78	116.77	112.45	115.01	15.67	12.70	11.56	40.54	34.62	31.13
"FBgn0032706"	0.37	0.21	1.44	1.39	2.77	3.57	2.56	4.59	3.39	6.38	9.49	7.42
"FBgn0032707"	0.03	0.00	0.10	0.04	0.00	0.21	0.09	0.08	0.05	0.25	0.18	0.08
"FBgn0032709"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032713"	0.41	0.57	0.98	1.38	0.93	3.83	1.09	0.92	1.02	8.42	10.10	6.11
"FBgn0032715"	45.18	45.39	46.21	53.54	52.40	47.80	44.78	46.73	43.85	55.10	50.46	60.60
"FBgn0032717"	66.48	51.83	57.04	52.82	48.29	52.13	23.72	18.36	18.13	31.23	27.74	25.46
"FBgn0032719"	0.18	0.11	0.30	0.18	0.15	0.37	0.43	0.81	0.36	0.77	0.47	0.82
"FBgn0032720"	99.04	114.33	110.33	136.60	139.49	134.20	114.93	96.19	91.75	132.57	142.73	140.25
"FBgn0032721"	163.58	162.16	163.90	162.60	153.85	167.00	101.06	104.67	88.49	117.76	100.98	117.85
"FBgn0032723"	31.87	23.91	26.77	26.62	22.58	26.63	36.46	29.77	26.48	29.21	25.79	34.49
"FBgn0032724"	46.88	45.60	46.91	50.43	49.05	49.21	46.82	43.46	35.26	47.22	42.51	44.76
"FBgn0032725"	361.41	421.50	449.61	353.23	420.24	393.64	493.69	528.38	508.66	448.84	499.12	483.81
"FBgn0032726"	3.30	2.10	9.04	6.27	7.05	15.99	3.25	6.51	6.10	29.61	36.51	32.18
"FBgn0032727"	2.15	1.36	4.57	2.82	3.00	3.40	3.61	5.12	5.40	7.59	11.01	10.12
"FBgn0032728"	14.99	13.81	16.65	14.55	17.07	15.92	20.43	20.83	17.91	21.36	21.49	24.34
"FBgn0032729"	24.08	24.67	29.18	15.86	16.99	21.30	17.80	20.88	19.93	17.49	18.01	18.20
"FBgn0032730"	10.17	8.18	9.35	6.80	5.58	6.50	7.32	5.44	4.76	4.76	3.44	4.59
"FBgn0032731"	88.88	83.07	78.58	85.45	82.09	93.59	20.54	14.44	14.32	35.69	27.21	22.77
"FBgn0032732"	185.99	218.50	237.66	179.90	214.28	171.54	180.96	187.26	147.30	189.88	179.18	189.70
"FBgn0032733"	0.00	0.13	0.16	0.06	0.00	0.00	0.05	0.04	0.08	0.09	0.03	0.12
"FBgn0032734"	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.05	0.00	0.08	0.20
"FBgn0032740"	0.00	0.00	0.00	0.46	0.00	0.19	0.00	0.00	0.00	0.16	0.00	0.00
"FBgn0032741"	0.13	0.00	0.24	0.13	0.00	0.35	0.25	0.22	0.29	0.20	0.20	0.31
"FBgn0032744"	6.62	8.32	9.40	3.21	4.36	4.44	10.23	10.05	10.08	6.93	8.05	8.33
"FBgn0032746"	161.97	188.45	184.97	167.65	168.65	162.70	127.61	119.66	109.99	148.52	151.76	144.70
"FBgn0032748"	124.70	89.26	98.69	101.56	84.11	99.92	97.01	72.88	54.24	84.89	65.11	78.28
"FBgn0032749"	0.00	0.00	0.03	0.22	0.20	0.36	0.09	0.04	0.09	0.21	0.28	0.12
"FBgn0032750"	37.86	42.10	35.30	32.72	31.80	33.70	3.43	4.97	5.74	6.61	8.65	5.97
"FBgn0032751"	35.06	35.62	29.04	41.95	37.24	43.12	22.42	25.07	31.30	36.11	40.97	32.64
"FBgn0032752"	32.97	27.61	28.75	24.67	21.92	24.72	33.72	30.75	27.66	24.42	22.85	27.23
"FBgn0032753"	0.00	0.00	0.00	0.00	0.00	0.12	0.06	0.11	0.00	0.12	0.04	0.05
"FBgn0032754"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00
"FBgn0032755"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032763"	43.21	41.43	39.87	40.32	34.90	36.25	9.78	7.82	5.94	11.90	10.72	8.67
"FBgn0032768"	0.06	0.00	0.00	0.00	0.19	0.19	0.19	0.06	0.05	0.66	0.91	0.61
"FBgn0032769"	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.14	0.10	0.25
"FBgn0032770"	0.18	0.37	0.75	0.00	0.00	0.56	1.39	1.97	1.84	1.08	1.22	1.07
"FBgn0032771"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.05	0.00
"FBgn0032772"	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.14	0.00	0.00	0.17	0.20
"FBgn0032773"	4.44	3.53	11.60	0.00	0.00	2.39	5.15	8.66	9.13	0.69	0.02	6.60
"FBgn0032774"	3.75	1.90	6.78	0.76	0.16	3.15	2.84	4.48	4.64	1.89	1.24	2.48
"FBgn0032775"	34.71	39.13	27.25	7.22	4.67	6.08	0.61	0.85	0.59	1.19	0.88	1.47
"FBgn0032779"	5.76	4.36	5.16	3.33	2.52	3.40	1.84	1.99	1.42	1.74	1.34	1.86
"FBgn0032780"	0.34	0.65	0.55	0.62	0.78	0.58	0.23	0.45	0.14	0.24	0.61	0.29
"FBgn0032781"	73.73	64.33	47.48	82.71	61.57	79.44	9.05	9.57	11.61	16.77	17.08	14.61
"FBgn0032782"	14.70	13.15	12.29	19.12	17.05	19.23	0.66	0.45	0.46	4.62	5.71	2.98
"FBgn0032783"	282.67	260.98	245.00	295.35	274.40	269.59	43.89	26.20	18.23	119.85	104.02	75.75
"FBgn0032785"	0.21	0.14	0.17	0.36	0.07	0.66	1.14	0.62	0.57	0.70	1.13	0.92
"FBgn0032787"	12.98	14.42	15.07	14.99	14.80	14.98	5.67	7.00	7.55	9.77	11.53	11.05
"FBgn0032788"	0.00	0.00	0.00	0.06	0.10	0.00	0.00	0.00	0.09	0.20	0.34	0.27
"FBgn0032789"	0.07	0.07	0.08	0.18	0.22	0.36	0.23	0.20	0.06	0.49	0.37	0.51
"FBgn0032790"	27.19	31.20	27.14	26.67	22.94	24.54	2.12	2.10	2.71	5.61	4.87	3.05
"FBgn0032791"	9.72	12.10	11.37	7.25	8.34	8.78	1.32	1.47	1.36	1.93	2.18	1.87
"FBgn0032793"	5.27	5.05	5.71	9.11	7.98	8.47	7.91	8.33	9.35	11.70	11.34	10.02
"FBgn0032796"	57.82	43.29	42.76	43.03	32.80	45.14	14.61	13.51	14.54	15.24	14.68	14.25
"FBgn0032797"	0.52	0.35	1.68	0.02	0.00	0.23	0.44	1.83	0.82	0.10	0.02	0.41
"FBgn0032798"	0.21	0.12	0.40	0.10	0.02	0.44	0.52	0.51	0.47	0.48	0.38	0.55
"FBgn0032799"	56.59	62.23	60.45	56.77	58.10	56.20	10.97	15.37	17.25	21.93	24.97	21.88
"FBgn0032800"	0.35	0.34	0.55	0.53	0.30	0.66	0.42	0.37	0.37	0.98	0.61	0.78
"FBgn0032801"	20.92	22.57	26.38	14.67	13.83	15.95	28.81	26.09	27.24	17.19	21.18	20.31
"FBgn0032803"	0.12	0.18	0.00	1.44	0.25	2.28	0.45	0.06	0.26	3.79	3.89	1.69
"FBgn0032804"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00
"FBgn0032805"	2.47	2.35	3.30	2.55	3.03	2.88	3.79	4.34	4.85	3.20	5.70	4.38
"FBgn0032809"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.07	0.09
"FBgn0032810"	0.10	0.10	0.49	0.00	0.11	0.11	0.11	1.16	1.45	0.41	0.08	0.56
"FBgn0032811"	35.38	32.07	29.21	35.17	34.20	34.62	39.16	37.51	38.92	37.24	38.54	39.12
"FBgn0032812"	54.16	48.02	36.24	67.08	68.97	69.38	63.75	54.07	58.22	65.65	63.22	64.99
"FBgn0032813"	0.16	0.65	0.38	0.51	0.17	0.66	0.17	0.45	0.56	0.87	0.79	0.66
"FBgn0032814"	53.70	44.10	42.39	45.64	38.71	43.55	7.95	6.92	6.92	16.83	13.82	10.04
"FBgn0032815"	36.39	33.03	40.21	28.51	26.17	30.22	10.60	9.18	7.17	14.39	11.70	11.85
"FBgn0032816"	56.89	60.00	61.51	52.09	51.54	56.90	70.74	72.42	67.48	65.50	67.04	67.02
"FBgn0032817"	17.51	11.26	12.79	12.99	9.35	12.95	1.69	1.04	0.71	2.92	2.05	2.27
"FBgn0032818"	59.33	60.66	55.26	58.51	65.62	58.15	59.72	52.97	51.97	59.70	60.06	60.04
"FBgn0032819"	23.29	21.05	19.74	25.02	23.15	22.71	12.10	14.28	12.16	19.17	17.94	15.59
"FBgn0032820"	35.38	40.81	51.55	26.76	26.42	31.96	25.27	29.91	27.85	29.06	26.13	29.21
"FBgn0032821"	45.79	31.76	34.57	38.52	29.06	36.78	20.01	12.77	10.73	25.75	21.24	24.04
"FBgn0032822"	48.58	52.38	57.95	58.40	68.76	58.90	61.62	58.51	67.66	78.93	79.86	71.06
"FBgn0032824"	0.00	0.00	0.52	0.38	0.46	0.46	0.16	0.56	0.00	0.44	0.34	0.54
"FBgn0032827"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032833"	698.17	672.74	712.23	648.76	638.23	637.91	722.83	742.93	762.37	701.96	717.17	727.49
"FBgn0032834"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032835"	0.08	0.00	0.00	0.10	0.00	0.08	0.43	0.53	0.64	0.22	0.56	0.41
"FBgn0032836"	0.00	0.00	0.00	0.00	0.17	0.08	0.00	0.08	0.00	0.00	0.14	0.00
"FBgn0032839"	0.10	0.00	0.12	0.00	0.00	0.00	0.11	0.10	0.09	0.00	0.00	0.10
"FBgn0032840"	0.12	0.00	0.32	0.00	0.03	0.00	0.29	0.33	0.41	0.00	0.04	0.14
"FBgn0032843"	0.07	0.00	0.04	0.19	0.12	0.11	0.28	0.45	0.45	0.51	0.42	0.44
"FBgn0032845"	14.24	14.71	16.36	12.43	13.26	13.19	14.93	16.06	12.52	13.19	11.94	13.62
"FBgn0032846"	17.91	18.88	17.92	20.65	22.09	19.83	18.00	17.36	17.54	21.46	21.83	19.89
"FBgn0032847"	98.57	114.53	120.06	103.39	106.51	95.19	147.26	151.25	142.61	128.09	127.38	122.61
"FBgn0032848"	23.05	27.41	20.68	24.24	24.69	26.62	20.15	25.75	30.45	22.05	27.94	24.13
"FBgn0032849"	68.69	78.36	79.58	84.53	86.39	87.10	80.22	73.07	74.33	88.97	89.90	84.80
"FBgn0032850"	0.05	0.09	0.14	0.26	0.12	0.00	0.21	0.74	0.42	0.35	0.27	0.38
"FBgn0032851"	0.12	0.00	0.00	0.15	0.24	0.37	0.13	0.11	0.00	0.23	0.09	0.00
"FBgn0032853"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032856"	0.00	0.00	0.00	0.04	0.00	0.74	0.28	0.00	0.05	0.60	0.50	1.10
"FBgn0032857"	0.13	0.14	0.56	0.00	0.05	0.18	0.15	0.36	0.37	0.04	0.00	0.31
"FBgn0032858"	27.76	28.44	23.00	26.57	25.44	26.48	10.11	10.10	14.53	12.99	15.67	13.70
"FBgn0032859"	413.83	454.17	434.44	313.34	306.56	329.52	307.71	285.00	249.35	254.89	223.40	229.88
"FBgn0032860"	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.22	0.20	0.00	0.00	0.00
"FBgn0032863"	62.69	51.94	45.05	56.69	47.21	57.92	22.74	17.74	18.07	32.85	30.22	29.75
"FBgn0032864"	51.38	47.25	42.28	65.96	64.08	71.51	67.99	61.82	59.93	86.53	85.00	99.33
"FBgn0032867"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.06	0.00
"FBgn0032868"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032869"	0.36	0.37	0.32	25.22	24.34	27.32	1.36	2.46	2.22	12.63	9.44	11.04
"FBgn0032870"	89.36	90.91	86.60	85.59	78.27	83.92	62.20	50.00	44.54	63.14	55.85	55.99
"FBgn0032871"	38.21	46.78	42.00	38.52	50.31	41.11	48.07	58.93	66.15	55.59	62.57	55.88
"FBgn0032873"	53.07	55.81	50.74	41.99	41.59	43.22	4.02	4.73	5.69	13.83	12.53	11.04
"FBgn0032876"	199.44	183.43	177.35	174.66	154.79	168.26	216.22	188.93	151.83	171.48	140.37	174.49
"FBgn0032877"	54.14	52.53	48.39	46.02	45.10	47.80	71.44	62.87	58.94	60.73	59.63	65.31
"FBgn0032878"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032879"	0.06	0.03	0.00	0.07	0.13	0.10	0.62	0.54	0.48	0.34	0.50	0.31
"FBgn0032880"	98.40	95.73	104.30	88.21	85.70	92.31	50.23	41.66	37.94	65.58	62.49	58.52
"FBgn0032881"	25.82	27.15	24.41	23.27	24.05	22.04	37.09	33.46	28.43	23.91	27.97	27.17
"FBgn0032882"	71.09	69.17	68.63	65.80	66.91	64.78	66.51	54.89	47.04	58.16	48.87	53.26
"FBgn0032883"	37.35	32.09	30.49	33.70	27.54	31.16	3.17	3.50	5.37	6.87	6.73	7.04
"FBgn0032884"	184.19	189.04	206.05	206.75	212.34	196.00	238.91	253.78	245.72	228.13	226.10	245.35
"FBgn0032886"	119.51	112.49	117.88	87.92	96.92	98.06	155.33	136.57	129.91	116.85	104.68	118.24
"FBgn0032888"	0.00	0.15	0.00	0.00	0.15	0.15	0.00	0.27	0.13	0.14	0.11	0.53
"FBgn0032889"	35.28	30.66	59.39	19.26	14.53	18.14	11.70	27.31	23.60	17.81	22.72	14.79
"FBgn0032891"	0.00	0.00	0.10	0.00	0.00	0.03	0.00	0.00	0.02	0.08	0.06	0.08
"FBgn0032894"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032895"	0.42	0.00	0.58	0.00	0.00	0.43	1.28	1.25	1.05	0.70	0.21	0.32
"FBgn0032896"	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.09	0.22	0.09
"FBgn0032897"	6.66	4.57	14.25	2.51	0.43	8.53	6.49	8.05	6.54	7.35	5.41	7.19
"FBgn0032898"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032899"	4.07	3.07	9.93	0.17	0.14	2.68	1.62	5.42	3.62	2.16	1.77	2.25
"FBgn0032900"	0.13	0.13	0.33	0.08	0.07	0.58	0.42	0.30	0.18	0.45	1.98	0.88
"FBgn0032901"	65.90	60.86	61.71	61.09	57.22	62.47	8.41	7.65	5.23	16.50	15.27	11.61
"FBgn0032906"	284.86	298.12	276.22	260.46	247.39	239.55	97.08	85.12	83.63	157.78	148.67	129.35
"FBgn0032907"	61.99	60.75	66.21	49.09	52.49	45.76	41.74	30.53	23.58	48.60	42.01	39.55
"FBgn0032908"	0.20	0.15	0.52	0.21	0.11	0.26	0.29	0.36	0.41	0.35	0.55	0.55
"FBgn0032910"	65.55	68.28	60.94	18.37	21.79	20.30	2.90	1.82	1.19	1.94	2.36	1.58
"FBgn0032911"	0.24	0.19	0.48	0.10	0.08	0.31	0.17	0.20	0.28	0.24	0.14	0.32
"FBgn0032913"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.06	0.04	0.05
"FBgn0032914"	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.19	0.18	0.00	0.00	0.00
"FBgn0032916"	95.17	93.47	75.07	77.99	76.32	76.15	14.02	13.57	14.35	24.94	24.88	17.93
"FBgn0032919"	131.38	125.09	115.60	122.98	128.96	140.32	187.53	172.49	158.51	166.49	157.96	174.54
"FBgn0032921"	59.89	61.19	61.11	67.61	72.78	59.84	42.37	40.35	40.00	57.11	59.79	58.35
"FBgn0032922"	19.89	21.88	23.35	21.18	23.10	20.91	20.65	20.76	18.19	21.89	25.83	23.48
"FBgn0032923"	57.56	53.79	52.45	56.82	50.33	54.32	51.47	47.85	43.11	54.96	50.45	55.84
"FBgn0032924"	105.91	115.77	100.71	98.45	86.90	97.14	4.76	5.85	7.28	14.96	13.84	11.68
"FBgn0032925"	153.41	145.20	151.79	133.80	151.67	142.05	213.12	207.73	192.30	183.50	173.54	200.62
"FBgn0032929"	133.60	128.78	135.29	106.73	114.58	110.06	81.68	66.01	48.23	109.76	98.32	113.98
"FBgn0032934"	55.92	49.89	48.70	44.28	38.05	43.54	43.09	32.24	27.36	37.79	30.18	33.87
"FBgn0032935"	15.73	14.47	16.22	13.32	13.12	13.93	15.45	13.48	11.28	16.75	13.48	14.39
"FBgn0032938"	80.28	77.79	79.71	70.43	65.98	74.11	60.82	50.76	43.13	65.17	54.81	62.20
"FBgn0032940"	60.32	52.90	55.03	53.32	48.19	57.24	78.24	72.72	61.45	64.48	59.80	68.37
"FBgn0032943"	37.15	42.45	42.23	25.13	27.35	28.33	17.59	16.01	11.28	21.37	21.70	19.14
"FBgn0032945"	0.02	0.00	0.14	0.25	0.20	0.68	0.29	0.22	0.14	1.16	0.75	0.64
"FBgn0032946"	1.49	1.72	7.99	0.13	0.11	1.26	3.03	6.93	3.49	1.01	0.32	1.68
"FBgn0032949"	319.83	349.12	395.92	279.71	347.50	317.31	465.67	481.24	463.15	423.62	435.43	449.45
"FBgn0032955"	165.68	176.44	175.95	136.14	136.31	148.53	97.67	90.30	86.41	109.27	100.49	103.81
"FBgn0032956"	99.52	100.92	107.94	84.46	89.93	91.87	66.71	54.56	44.07	75.43	65.34	64.65
"FBgn0032957"	6.89	5.21	6.65	5.38	4.27	6.02	6.93	5.56	4.35	5.19	4.16	5.58
"FBgn0032961"	213.30	211.76	212.63	252.37	266.04	261.85	198.38	187.52	170.38	241.04	225.10	218.46
"FBgn0032964"	0.00	0.04	0.00	0.00	0.04	0.00	0.00	0.03	0.00	0.00	0.06	0.07
"FBgn0032965"	0.00	0.00	0.00	0.00	0.05	0.10	0.10	0.04	0.00	0.05	0.00	0.00
"FBgn0032966"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032967"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0032968"	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.06	0.00
"FBgn0032969"	0.00	0.06	0.00	0.00	0.03	0.00	0.03	0.00	0.01	0.00	0.00	0.03
"FBgn0032971"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.17	0.00
"FBgn0032972"	0.00	0.00	0.00	0.36	0.00	0.57	0.00	0.26	0.74	0.00	0.00	1.01
"FBgn0032973"	0.05	0.06	0.00	0.00	0.00	0.00	0.30	0.05	0.00	0.00	0.04	0.05
"FBgn0032974"	90.85	85.08	84.25	74.40	68.77	79.46	21.53	17.40	14.76	36.33	29.03	26.42
"FBgn0032979"	178.32	173.01	175.99	156.79	148.76	159.65	194.16	173.26	144.42	176.00	150.99	170.96
"FBgn0032981"	0.00	0.00	0.00	0.08	0.00	0.19	0.00	0.05	0.16	0.06	0.47	0.39
"FBgn0032986"	73.54	86.88	91.07	76.25	82.73	82.28	81.78	85.31	66.22	92.29	87.22	93.30
"FBgn0032987"	4057.38	4715.00	4959.63	4299.94	4932.72	4483.85	6128.03	6584.67	6988.07	5967.75	6478.55	6200.32
"FBgn0032988"	121.03	140.05	146.38	99.15	113.80	113.01	42.99	37.18	30.76	57.91	47.67	43.11
"FBgn0032997"	78.38	87.00	96.17	58.19	78.07	71.56	89.37	98.30	80.10	84.31	83.18	91.03
"FBgn0033000"	248.85	337.40	358.90	198.22	291.07	229.21	352.98	355.99	327.92	290.35	304.23	312.26
"FBgn0033005"	100.77	114.07	124.71	66.79	88.51	82.54	134.07	135.01	116.88	93.91	92.74	113.29
"FBgn0033010"	38.51	46.38	53.50	30.89	39.30	38.59	45.04	41.79	35.03	40.48	36.38	45.72
"FBgn0033015"	175.99	183.02	189.02	178.33	178.09	182.41	243.38	238.07	213.59	220.09	219.87	231.11
"FBgn0033017"	139.92	155.01	185.60	127.22	157.31	142.93	197.79	198.77	175.86	172.62	178.18	193.35
"FBgn0033019"	77.93	96.85	103.32	77.52	85.44	77.94	88.35	93.14	78.08	91.27	91.59	91.93
"FBgn0033020"	0.00	0.15	0.00	0.00	0.00	0.15	0.62	0.68	1.39	0.57	1.63	0.91
"FBgn0033021"	206.90	221.87	233.13	184.15	209.14	213.66	332.96	348.53	340.51	285.73	289.85	312.49
"FBgn0033027"	0.12	0.50	0.29	0.94	0.76	0.51	0.26	0.12	0.43	0.24	1.30	0.67
"FBgn0033028"	101.82	104.58	113.87	86.42	96.43	93.37	43.03	40.30	34.45	56.56	49.50	46.75
"FBgn0033029"	112.78	99.15	106.75	93.25	84.21	96.58	51.53	47.71	44.44	68.17	57.02	58.87
"FBgn0033031"	0.47	0.43	0.99	0.00	0.06	0.49	0.83	1.01	0.99	0.30	0.27	0.33
"FBgn0033032"	80.67	86.91	90.42	80.83	87.60	89.34	58.58	54.06	47.53	87.04	85.19	76.75
"FBgn0033033"	1.30	0.57	1.03	0.74	0.61	4.08	1.58	1.12	1.21	2.14	1.13	3.93
"FBgn0033038"	17.56	16.43	16.43	14.77	12.65	15.62	8.05	9.07	9.17	12.50	11.35	9.76
"FBgn0033041"	0.00	0.00	0.07	0.00	0.00	0.00	0.07	0.00	0.05	0.06	0.09	0.06
"FBgn0033042"	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033043"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033047"	0.41	0.25	0.64	0.00	0.04	0.00	0.58	1.17	0.97	0.00	0.00	0.00
"FBgn0033048"	0.11	0.07	0.25	0.00	0.04	0.11	0.11	0.30	0.19	0.11	0.06	0.24
"FBgn0033050"	94.88	93.58	93.49	73.73	75.42	72.70	88.80	76.13	56.51	79.19	64.56	71.74
"FBgn0033051"	10.13	10.21	10.64	8.64	7.03	7.08	9.05	7.03	6.20	7.91	6.68	7.27
"FBgn0033052"	36.54	30.17	30.80	36.37	29.57	36.34	6.17	3.67	2.96	13.93	10.85	10.25
"FBgn0033054"	0.08	0.14	0.50	0.12	0.15	0.29	0.25	0.80	0.62	0.56	0.32	0.68
"FBgn0033055"	59.86	56.74	58.47	53.93	54.67	54.46	58.18	53.50	48.62	54.06	46.01	51.36
"FBgn0033056"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
"FBgn0033058"	0.09	0.00	0.04	0.04	0.00	0.03	0.20	0.17	0.14	0.13	0.00	0.12
"FBgn0033060"	15.28	16.17	14.56	17.87	17.49	18.17	21.82	17.49	18.74	20.35	23.20	22.53
"FBgn0033061"	0.35	0.32	0.19	0.10	0.12	0.57	0.17	0.41	0.56	0.67	0.72	0.62
"FBgn0033062"	198.05	160.98	168.20	194.44	195.11	209.09	264.40	245.26	247.16	248.65	242.45	272.10
"FBgn0033063"	0.23	0.48	0.14	0.30	0.12	0.36	0.25	0.74	0.79	0.49	1.13	0.89
"FBgn0033065"	0.97	0.43	1.82	0.00	0.10	0.14	0.45	0.63	1.02	0.05	0.11	0.26
"FBgn0033067"	0.51	0.00	0.20	0.00	0.88	0.18	2.76	4.50	3.76	1.01	2.07	1.56
"FBgn0033069"	0.00	0.16	0.09	0.60	0.41	0.73	1.10	2.07	1.80	2.11	2.38	2.94
"FBgn0033072"	0.00	0.00	0.00	0.05	0.18	0.26	0.55	0.76	0.75	0.64	0.64	0.35
"FBgn0033074"	0.00	0.19	0.00	0.16	0.20	0.13	1.91	1.25	0.83	0.57	0.62	0.52
"FBgn0033075"	49.04	44.79	45.74	40.80	33.30	39.59	0.92	1.00	0.54	2.81	3.08	2.00
"FBgn0033076"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0033079"	8.91	9.88	14.49	2.31	2.23	2.68	12.38	14.28	13.80	5.42	5.51	4.44
"FBgn0033081"	637.41	600.17	574.01	626.51	587.70	575.33	675.25	622.34	577.34	654.75	590.04	586.46
"FBgn0033085"	35.26	40.06	39.80	36.56	44.81	33.11	22.98	20.11	18.31	29.72	29.59	27.41
"FBgn0033086"	22.94	24.90	25.73	18.26	21.83	24.21	6.67	5.51	5.80	10.23	9.39	7.55
"FBgn0033087"	18.55	17.04	14.81	14.48	12.60	15.74	3.48	4.80	4.67	5.26	6.10	5.45
"FBgn0033088"	44.44	47.03	38.37	34.90	35.25	39.76	7.96	8.23	9.65	12.12	13.70	10.10
"FBgn0033089"	67.64	66.58	68.98	73.40	71.69	70.03	39.17	39.84	38.47	61.41	59.61	57.15
"FBgn0033090"	0.10	0.27	0.31	0.33	0.22	0.11	0.06	0.35	0.23	0.26	0.24	0.34
"FBgn0033092"	63.82	71.44	56.56	60.24	52.79	55.27	19.49	14.80	13.18	28.58	26.09	22.51
"FBgn0033093"	0.42	0.54	0.57	0.27	0.28	0.50	1.15	1.90	1.36	1.32	3.59	1.99
"FBgn0033095"	19.45	15.70	15.84	14.85	11.97	16.83	9.82	7.00	4.76	10.58	9.50	10.03
"FBgn0033096"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
"FBgn0033097"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
