	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0100489"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343888"	0.02	0.00	0.00	1.35	0.93	1.03	0.02	0.13	0.08	1.17	1.42	1.52
"FBtr0073227"	128.35	109.97	108.22	117.05	109.03	118.24	82.92	66.59	62.58	90.46	80.09	78.82
"FBtr0075426"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075427"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0114536"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0114537"	0.00	0.00	0.00	0.00	0.10	0.00	0.10	0.00	0.00	0.00	0.00	0.09
"FBtr0072455"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345580"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072164"	2.95	2.13	4.51	0.00	0.36	3.21	5.29	5.78	7.88	1.78	1.55	2.22
"FBtr0343340"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343341"	0.19	0.00	1.08	0.00	0.00	0.23	0.20	0.17	0.15	0.17	0.34	0.00
"FBtr0083564"	0.07	0.10	0.23	0.18	0.07	0.39	0.13	0.42	0.29	0.45	0.32	0.50
"FBtr0080059"	375.36	351.12	340.13	315.65	298.01	315.91	63.40	51.36	39.95	127.99	108.28	99.77
"FBtr0088046"	634.97	696.33	598.57	626.20	564.36	574.02	124.24	148.61	186.44	204.02	223.00	207.10
"FBtr0079782"	83.14	93.34	105.73	87.72	103.42	95.19	40.04	28.50	20.23	66.82	59.41	53.12
"FBtr0331453"	0.26	0.77	0.00	0.60	0.00	1.05	0.00	0.22	0.00	0.57	0.00	0.35
"FBtr0331454"	1.72	0.00	0.63	1.92	4.21	2.22	1.72	0.00	0.00	1.59	1.34	0.71
"FBtr0075120"	0.47	1.26	0.78	3.04	13.22	9.54	6.77	9.59	8.71	26.26	19.69	20.15
"FBtr0080831"	70.65	78.42	70.79	77.21	67.83	70.26	33.36	21.84	22.52	45.65	33.61	31.32
"FBtr0080832"	33.17	23.91	34.63	16.58	24.26	24.12	9.96	11.08	9.95	11.81	12.28	15.76
"FBtr0077198"	167.92	160.00	145.82	175.99	163.81	187.58	271.78	258.26	274.86	241.53	244.60	267.49
"FBtr0078682"	218.20	213.99	209.00	209.77	216.84	197.21	308.69	300.11	294.64	265.43	268.04	266.11
"FBtr0079275"	0.83	0.00	0.10	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343152"	0.00	0.32	1.61	0.49	0.00	3.73	2.35	1.95	1.87	3.75	2.25	5.74
"FBtr0332070"	1.28	0.49	1.37	1.01	1.68	1.37	12.97	14.64	18.19	9.39	10.29	13.03
"FBtr0332071"	0.36	0.62	0.00	0.73	1.66	1.56	6.60	8.14	7.04	3.47	3.87	6.01
"FBtr0084566"	121.64	103.04	94.92	111.45	74.99	109.60	31.68	20.38	15.89	46.37	29.16	30.06
"FBtr0084567"	1.36	0.78	2.41	3.06	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.23
"FBtr0084568"	63.29	63.97	64.96	42.18	43.36	47.57	24.84	21.81	20.44	28.97	30.86	26.66
"FBtr0084569"	32.74	24.06	19.88	26.34	40.90	22.80	1.84	1.83	1.38	3.83	1.86	1.53
"FBtr0084570"	0.07	0.15	0.08	0.20	0.09	0.44	0.56	0.52	0.41	0.75	0.67	0.88
"FBtr0084571"	7.55	5.07	4.29	9.99	7.10	9.64	0.47	1.26	0.65	2.63	0.77	0.83
"FBtr0072188"	2026.12	2404.93	2416.30	2111.24	2382.10	2176.62	3012.90	3308.73	3136.52	2847.41	3051.69	3126.77
"FBtr0079371"	86.23	68.25	72.87	71.01	62.58	62.90	52.35	43.81	35.08	59.57	45.91	45.38
"FBtr0332329"	1.97	8.84	6.00	3.70	5.24	2.96	10.68	6.80	5.23	5.66	8.41	9.68
"FBtr0085720"	43.10	33.86	33.55	39.91	33.33	38.11	9.32	8.06	8.53	16.29	13.31	13.08
"FBtr0082031"	12.81	16.23	20.32	19.07	12.31	12.51	3.72	1.95	1.73	6.62	4.96	5.28
"FBtr0334302"	33.38	26.18	20.60	21.71	19.68	30.13	2.95	2.75	1.98	11.05	7.36	6.83
"FBtr0074203"	67.03	66.38	62.88	78.35	78.28	73.98	97.84	91.96	90.98	97.24	97.11	93.25
"FBtr0074295"	47.11	44.11	30.83	55.67	52.15	64.70	11.75	6.84	7.34	37.90	29.81	31.14
"FBtr0112868"	22.86	20.54	25.85	17.18	18.40	18.85	23.15	23.77	21.82	24.86	27.26	24.06
"FBtr0310673"	142.92	134.43	136.55	78.87	76.97	75.17	63.96	45.97	32.37	47.70	32.82	34.32
"FBtr0340069"	0.00	0.00	0.07	0.07	0.24	0.23	0.43	0.05	0.50	0.51	1.41	1.34
"FBtr0082652"	133.51	141.94	128.73	132.80	127.18	133.20	26.08	28.81	27.42	51.39	52.11	44.28
"FBtr0088559"	0.24	0.40	0.50	0.23	0.17	0.81	0.51	2.06	2.81	1.25	0.97	1.18
"FBtr0300501"	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.23	0.00
"FBtr0339284"	0.00	0.00	0.04	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089171"	23.67	26.05	36.11	12.40	12.62	20.62	31.05	25.50	21.18	19.13	13.80	22.45
"FBtr0089172"	3.61	4.55	3.91	2.48	2.17	2.69	5.74	4.24	5.07	3.42	2.95	4.82
"FBtr0089173"	61.37	52.31	60.81	46.40	50.59	47.50	64.83	73.04	54.70	53.59	52.43	64.01
"FBtr0300497"	1.54	0.50	0.87	1.28	1.05	1.96	1.32	3.04	4.40	0.43	1.72	3.71
"FBtr0090002"	34.46	29.71	28.34	29.98	27.10	22.78	6.02	6.43	2.71	8.73	7.14	3.32
"FBtr0301500"	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301501"	33.44	29.55	29.38	21.64	20.01	23.08	8.60	8.53	10.22	9.92	11.68	9.75
"FBtr0343587"	4.73	5.40	9.02	3.13	3.39	4.36	2.02	2.36	3.37	3.38	4.66	3.49
"FBtr0343648"	27.51	28.79	23.14	18.69	19.52	27.62	0.54	0.60	0.80	2.05	1.64	3.89
"FBtr0074430"	0.00	0.03	0.03	0.23	0.11	0.27	0.28	0.27	0.13	0.58	0.46	0.36
"FBtr0334459"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00
"FBtr0070704"	0.01	0.27	0.00	1.01	0.63	0.58	1.07	0.74	0.00	0.53	0.82	0.45
"FBtr0070706"	463.64	488.12	484.91	499.85	512.38	526.32	622.52	628.14	619.52	610.35	577.25	630.62
"FBtr0070707"	0.61	1.46	1.97	1.16	2.16	2.17	3.90	4.93	4.52	3.86	4.64	3.62
"FBtr0307065"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070749"	5934.54	7420.77	6531.72	6041.95	5456.51	5322.06	82.56	46.50	41.79	332.92	364.53	215.62
"FBtr0345745"	5.05	11.08	9.60	5.82	2.31	6.98	0.00	0.29	0.52	0.00	0.51	0.00
"FBtr0076603"	50.20	55.63	57.84	44.11	47.84	38.95	32.01	32.82	30.82	37.49	39.20	36.91
"FBtr0087740"	172.27	147.80	155.24	148.10	137.95	156.37	110.64	102.45	82.21	126.52	100.92	115.95
"FBtr0087741"	33.79	32.93	34.48	30.76	35.01	34.55	54.48	60.69	63.91	63.36	58.89	63.58
"FBtr0333149"	31.74	25.51	15.85	23.33	22.58	23.26	12.48	10.52	6.55	14.02	14.53	10.32
"FBtr0084117"	52.77	30.47	20.75	62.48	36.19	56.61	15.07	10.25	12.17	26.61	13.98	23.45
"FBtr0084118"	1.69	0.15	0.97	0.21	2.61	4.28	7.59	11.79	11.45	6.88	8.81	8.80
"FBtr0084119"	25.65	20.65	20.48	11.86	11.29	11.12	14.38	10.73	9.83	11.86	9.64	10.42
"FBtr0334678"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00
"FBtr0345217"	18.96	19.59	16.92	18.71	23.02	27.25	21.62	20.03	23.74	25.29	26.21	23.18
"FBtr0346157"	22.23	19.29	25.55	18.66	19.80	15.01	11.75	9.64	9.16	14.86	15.13	12.97
"FBtr0082290"	441.69	412.06	344.00	392.77	342.19	379.68	101.67	87.65	78.27	132.54	125.69	110.85
"FBtr0076498"	24.20	30.75	25.41	31.04	29.34	25.08	11.19	11.01	9.04	13.77	11.22	9.24
"FBtr0303475"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071472"	211.86	240.01	230.56	179.37	191.80	177.20	170.13	168.45	155.78	159.65	148.69	155.35
"FBtr0078510"	36.36	33.27	31.10	30.98	26.98	31.64	12.86	16.12	17.69	15.26	17.26	18.73
"FBtr0082385"	97.59	88.67	83.01	77.94	64.86	69.31	6.80	5.78	5.16	16.29	16.31	12.42
"FBtr0334308"	9.68	15.02	7.70	7.38	10.51	10.76	0.95	0.74	1.71	1.57	1.07	0.36
"FBtr0084604"	77.05	50.31	54.86	69.92	52.86	69.37	83.09	67.35	62.15	70.51	61.36	82.57
"FBtr0076511"	314.28	317.54	284.98	314.12	274.79	302.34	103.22	94.37	79.67	140.00	130.78	131.62
"FBtr0076292"	36.27	36.53	39.36	23.31	26.73	25.46	12.42	7.68	1.77	10.70	9.11	3.77
"FBtr0334100"	11.57	8.52	10.21	15.70	14.18	14.82	11.53	10.14	13.04	14.48	11.54	15.48
"FBtr0088762"	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.23	0.26	0.00	0.00
"FBtr0076754"	18.80	18.63	21.54	18.85	25.17	24.72	33.24	30.29	28.90	41.22	49.15	41.08
"FBtr0076755"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076756"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076757"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076758"	50.05	48.23	50.78	63.26	72.72	70.50	71.46	68.37	60.78	93.74	90.45	90.15
"FBtr0076759"	54.40	41.57	38.96	43.73	32.66	46.21	74.15	55.41	57.05	41.38	43.86	53.47
"FBtr0333223"	0.11	0.07	0.43	0.13	0.09	0.49	0.75	0.95	0.94	2.00	2.12	2.43
"FBtr0077777"	8.18	6.73	10.34	4.31	7.14	5.81	15.64	15.91	13.78	9.44	11.63	10.79
"FBtr0077778"	43.91	52.53	45.87	22.49	22.09	21.69	0.05	0.00	0.00	3.99	0.00	0.00
"FBtr0077779"	66.58	35.37	20.87	84.24	52.68	74.84	19.26	9.50	10.43	33.53	25.23	32.53
"FBtr0077780"	8.18	6.73	10.34	4.31	7.14	5.81	15.64	15.91	13.78	9.44	11.63	10.79
"FBtr0070100"	0.83	1.10	4.82	0.00	0.06	0.00	1.10	2.14	2.21	0.18	0.09	0.55
"FBtr0071639"	91.94	71.29	58.33	126.55	124.49	138.42	226.11	156.87	201.61	196.05	211.06	240.75
"FBtr0074294"	111.30	87.25	79.13	117.24	95.55	115.80	9.61	5.66	3.61	39.43	30.02	30.56
"FBtr0305593"	4.19	4.52	5.48	2.96	3.66	2.97	0.58	0.81	0.21	2.95	2.57	1.85
"FBtr0309793"	0.09	0.18	0.22	0.12	0.00	0.35	0.36	0.00	0.47	0.18	0.23	0.61
"FBtr0072950"	0.00	0.00	0.00	0.06	0.07	0.10	0.00	0.00	0.05	0.00	0.17	0.23
"FBtr0072951"	0.00	0.00	0.00	0.16	0.00	0.09	0.26	0.12	0.07	0.52	0.00	0.23
"FBtr0072952"	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.10	0.00
"FBtr0072953"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	0.00	0.00
"FBtr0072954"	0.09	0.13	0.32	0.11	0.46	0.69	0.67	0.69	0.58	0.95	1.34	1.16
"FBtr0081493"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.23
"FBtr0081494"	0.00	0.00	0.00	0.50	0.40	0.75	0.73	0.00	0.57	0.00	0.57	0.00
"FBtr0081495"	0.03	0.15	0.25	0.00	0.00	0.00	0.00	0.81	0.28	1.27	1.10	1.08
"FBtr0077806"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077272"	1.13	1.21	6.58	0.00	0.10	0.00	1.54	6.41	5.74	0.00	0.00	1.48
"FBtr0076361"	52.86	46.65	49.63	37.36	36.62	39.33	65.47	61.46	53.29	42.91	41.07	47.68
"FBtr0332688"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073683"	60.54	56.30	66.30	44.58	40.23	41.20	61.14	34.61	35.23	41.76	40.43	42.11
"FBtr0333756"	20.71	21.27	27.31	21.76	29.29	27.33	27.92	25.48	19.40	34.60	36.14	32.64
"FBtr0345165"	52.98	32.46	18.24	62.23	42.82	57.97	40.89	45.35	29.64	54.16	27.99	43.43
"FBtr0083499"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075834"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0084649"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086446"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086447"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072685"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072687"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072690"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072691"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083267"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077872"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077821"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079528"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080666"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080665"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080664"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080663"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087055"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086659"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086312"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086314"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071630"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071581"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087901"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087900"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086908"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085984"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087713"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087658"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087659"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087661"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085983"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086013"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086014"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086007"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086017"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086190"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086189"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086188"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086187"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087688"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086334"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079596"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082544"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088703"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089303"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089302"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088071"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088086"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081706"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088465"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075713"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075681"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085982"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085981"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086015"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085989"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086004"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100016"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100015"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086016"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083501"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083469"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073860"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073861"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073862"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073863"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073857"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073871"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077184"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086006"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085985"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085980"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085979"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081809"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081810"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081811"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081812"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081813"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078790"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081923"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082241"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082919"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073865"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073858"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073859"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073872"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073866"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073885"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073870"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077613"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077577"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077142"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088156"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083497"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083496"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081536"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081535"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081561"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081558"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083466"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083799"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083792"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075856"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075847"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083268"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089298"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089299"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089297"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081884"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081885"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081894"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
